Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
61	-1758.4524	840.3682	-485.0498	-3869.1885	-1195.7761	718.3016	-164.21533	-2851.1094	400.0	400.0	365999	-394.3085	244.05096	246.98288	-2212.6475	-394.3102	243.9564	231.30705	-2194.4878	3.1075816	1.4317071	23.745932	-11.466433	388.99045	658.3284	2654.5767171382904
62	-1750.4038	438.34915	-1028.605	-2621.1008	-997.2205	625.8261	-301.67612	-2352.1917	400.0	400.0	371999	-402.5846	241.37592	222.54276	-2209.0815	-402.58365	241.32838	219.0832	-2269.8723	3.0899272	1.4416106	25.445347	-12.278467	397.4414	650.83655	2698.4157235622406
63	-2272.9814	961.0282	-1093.7396	-4395.579	-1839.514	1746.3721	-502.9492	-6743.939	400.0	400.0	377999	-409.22324	241.40532	224.17021	-2296.2861	-409.22037	241.3508	215.91069	-2350.6318	3.0884264	1.4208523	25.270395	-9.924326	404.03714	654.5424	2743.147958278656
64	-2384.5593	1280.5204	-915.0423	-5980.729	-2153.5574	1929.3643	-330.23404	-7295.913	400.0	400.0	383999	-412.46246	243.87991	219.81438	-2336.7947	-412.4589	243.82085	221.09218	-2353.639	3.060886	1.4429306	30.913593	-10.160424	407.073	654.2095	2786.3317840099335
65	-1586.9303	529.8058	-870.4566	-2855.844	-1451.9954	737.21277	-495.32596	-2923.9595	400.0	400.0	389999	-405.15753	240.77455	213.90924	-2368.572	-405.15457	240.73677	213.70691	-2368.3887	3.074218	1.441719	26.00636	-10.462694	399.91882	639.73615	2830.240078687668
66	-1903.8723	818.97034	-1047.801	-4423.5747	-2187.8853	842.93463	-694.1718	-3321.87	400.0	400.0	395999	-402.68552	240.6792	180.65129	-2301.2664	-402.67734	240.63724	189.50412	-2355.9844	3.0799274	1.4328127	40.35711	-11.016235	397.4819	616.77216	2873.517534971237
67	-1635.4481	775.1206	-419.31555	-2980.005	-2513.0337	1124.4067	-933.14026	-4472.3496	400.0	400.0	401999	-402.0583	239.04442	184.5594	-2338.3315	-402.05832	239.02663	186.55281	-2409.3748	3.0740495	1.4017683	30.028118	-9.987464	397.1462	595.1042	2918.3011832237244
68	-1598.088	719.0133	-671.63196	-3126.709	-2508.0312	1358.2484	-681.884	-4999.839	400.0	400.0	407999	-403.18723	239.0727	176.36565	-2401.1377	-403.18585	239.018	171.44167	-2448.021	3.066868	1.3791801	27.340715	-10.197034	398.26462	591.50073	2964.244544506073
69	-1558.23	465.87372	-933.24524	-2834.0696	-2073.5151	1089.3622	-622.3168	-4038.4646	400.0	400.0	413999	-403.92993	237.13953	173.19844	-2417.8596	-403.9274	237.10207	170.27379	-2507.0366	3.0478597	1.4032824	27.529583	-11.625343	399.0945	578.904	3016.385267972946
70	-1787.8293	428.6771	-1283.9972	-2671.36	-1574.2474	975.2264	-167.4242	-3393.1304	400.0	400.0	419999	-404.6519	233.1105	139.73785	-2524.6904	-404.6485	233.06035	141.71138	-2552.9917	3.040399	1.4250748	34.53539	-11.497978	399.94632	574.7339	3060.6837482452393
71	-2171.9175	1191.2158	-466.85556	-4504.0303	-3279.7727	1842.599	-890.8588	-7104.531	400.0	400.0	425999	-406.065	226.47958	106.74935	-2433.033	-406.06586	226.44939	102.2709	-2408.6143	3.0555649	1.3872077	28.779186	-9.924022	401.654	547.4565	3103.627147436142
72	-2049.5686	1049.1937	-1009.79156	-4567.9395	-1467.2092	1680.2727	-282.82565	-6096.723	400.0	400.0	431999	-417.18387	223.50224	99.349236	-2378.168	-417.18332	223.47665	78.554016	-2316.2112	3.019532	1.372065	29.29141	-10.719045	412.90543	538.2721	3146.9156453609467
73	-1677.2467	670.68835	-489.13535	-3131.4778	-1832.0338	715.9068	-701.8417	-2848.3274	400.0	400.0	437999	-424.0296	219.42557	81.266266	-2275.4392	-424.02887	219.3851	68.324684	-2267.9282	3.0320067	1.3783673	24.687538	-10.439241	420.05826	521.65356	3189.074286222458
74	-1679.2183	591.0855	-869.5447	-3450.6719	-2031.559	1322.2527	-306.74677	-4366.0264	400.0	400.0	443999	-430.6065	218.3869	79.66332	-2262.3955	-430.6061	218.35161	65.63641	-2279.0464	3.0278962	1.3730052	31.300634	-9.777708	426.5244	515.98486	3233.419442653656
75	-1588.2413	681.9112	-802.4777	-2599.5967	-2487.4104	761.5996	-739.09283	-3541.078	400.0	400.0	449999	-436.89972	221.19176	116.68906	-2393.4055	-436.90283	221.15207	99.75334	-2381.0361	3.0330062	1.3626959	25.994114	-10.243761	433.06668	523.8865	3277.8795466423035
76	-1674.0059	1041.6476	-701.0094	-4790.034	-2545.9397	1227.279	-659.7947	-4501.224	400.0	400.0	455999	-434.84073	218.0855	93.70615	-2348.3389	-434.84103	218.03975	79.24989	-2268.448	3.0139043	1.3927766	26.585009	-9.341075	430.61542	517.2506	3322.4749546051025
77	-2054.524	833.3505	-769.9437	-3401.9382	-1405.9008	1043.2931	-424.48853	-4133.2627	400.0	400.0	461999	-435.1875	218.56497	118.29774	-2390.955	-435.1865	218.51239	90.159325	-2368.8792	3.0166645	1.3954666	25.775457	-10.712346	431.02917	513.6358	3366.610450744629
78	-2183.5273	1111.2845	-1091.2539	-5182.158	-1948.7373	1249.9742	-426.5648	-4040.2554	400.0	400.0	467999	-426.1114	216.22903	114.251205	-2316.9912	-426.1144	216.16139	95.13143	-2322.5278	3.0150645	1.4130657	28.633066	-8.273482	421.76526	529.64355	3411.1759371757507
79	-2047.4492	940.8077	-855.05414	-4800.967	-2935.9563	3714.2598	-361.30792	-13663.37	400.0	400.0	473999	-424.16135	215.91193	96.249016	-2310.1018	-424.16022	215.79938	88.34105	-2322.3625	2.989631	1.4109762	36.93547	-12.845959	420.19833	517.2191	3455.941824197769
80	-1793.6365	573.7104	-734.4198	-2953.989	-2045.7386	1408.9122	-534.45807	-4707.4307	400.0	400.0	479999	-425.43973	213.80157	109.031906	-2339.12	-425.44162	213.70543	91.82713	-2366.9316	2.9983983	1.3826822	30.998629	-10.520838	421.47034	515.1924	3499.3534157276154
81	-1779.2716	647.2551	-609.3174	-2885.083	-3390.7415	4476.0244	-391.3652	-16530.107	400.0	400.0	485999	-419.9497	214.57503	132.73488	-2353.0435	-419.94733	214.52602	116.711586	-2399.3123	3.0037336	1.3765901	33.29213	-13.120685	415.93857	518.93835	3543.889191865921
82	-1711.2714	955.4506	-371.31104	-3815.3955	-981.7008	444.36777	-479.44742	-2022.5657	400.0	400.0	491999	-419.12823	213.14632	128.05061	-2367.9253	-419.1298	213.12634	118.19708	-2301.8762	2.98731	1.3923286	34.334583	-9.5208435	415.2807	507.10983	3586.781563282013
83	-1938.1882	979.68713	-963.8657	-4824.1514	-1478.107	956.8945	-132.41849	-3318.139	400.0	400.0	497999	-419.20544	210.90977	116.198685	-2302.8901	-419.2032	210.90459	99.80198	-2292.0518	2.9881976	1.3870008	32.31586	-9.40185	415.35492	499.23016	3629.8457641601562
84	-1604.1573	568.6898	-806.14557	-2639.0442	-1598.7762	764.34625	-331.43237	-2456.7034	400.0	400.0	503999	-419.18262	208.90738	89.85497	-2348.3372	-419.17892	208.89613	78.08035	-2284.2795	2.994598	1.3866962	26.167969	-9.60211	415.33292	498.2459	3674.695639371872
85	-1691.0996	1129.3275	-587.2438	-5262.463	-1731.7312	1212.6212	-136.9348	-3744.2861	400.0	400.0	509999	-413.57062	205.62222	63.133884	-2275.0718	-413.56497	205.6092	53.755714	-2282.8333	2.9777741	1.4009826	29.7099	-10.601028	409.84805	502.83026	3719.3911497592926
86	-1360.8951	630.5961	-484.89966	-2641.0808	-1295.2615	561.55304	-385.81943	-2443.2744	400.0	400.0	515999	-419.7966	207.75533	46.80011	-2296.2444	-419.79373	207.71286	36.665253	-2292.143	2.9395912	1.3623264	27.311298	-9.5022	416.35083	491.90503	3769.772458553314
87	-1406.9496	575.8292	-647.96893	-3132.2454	-1513.6099	873.2627	-509.4743	-3083.3289	400.0	400.0	521999	-417.7773	205.6343	27.911497	-2335.833	-417.77783	205.5531	26.951073	-2309.7842	2.9691248	1.3640646	34.336143	-10.133842	414.1885	493.04916	3817.969549894333
